hire_id,requisition_id,employee_id,offer_date,start_date,source_channel,signing_bonus
973,973,1093,2026-01-03,2026-01-13,LinkedIn,5000
974,974,1094,2026-01-01,2026-01-10,LinkedIn,2500
975,975,1095,2025-12-25,2026-01-02,Career Site,5000
976,976,1096,2025-12-28,2026-01-02,Job Board,0
977,977,1097,2026-01-05,2026-01-12,LinkedIn,0
978,978,1098,2026-01-07,2026-01-14,Employee Referral,1500
979,979,1099,2025-12-29,2026-01-02,Job Board,0
980,980,1100,2026-01-20,2026-01-29,Job Board,0
981,981,1101,2026-01-03,2026-01-10,Employee Referral,5000
982,982,1102,2026-01-16,2026-01-19,LinkedIn,2500
983,983,1103,2026-01-05,2026-01-12,Employee Referral,0
984,984,1104,2025-12-26,2026-01-05,Career Site,2500
985,985,1105,2026-01-09,2026-01-13,Employee Referral,2500
986,986,1106,2026-01-04,2026-01-14,Agency,0
987,987,1107,2026-01-09,2026-01-15,Job Board,5000
988,988,1108,2025-12-27,2026-01-04,Agency,0
989,989,1109,2026-01-25,2026-01-28,Job Board,1500
990,990,1110,2026-01-17,2026-01-21,Career Site,1500
991,991,1111,2026-01-17,2026-01-25,Job Board,1500
992,992,1112,2025-12-29,2026-01-05,Employee Referral,5000
993,993,1113,2026-01-07,2026-01-14,LinkedIn,0
994,994,1114,2025-12-27,2026-01-05,LinkedIn,0
995,995,1115,2026-01-10,2026-01-13,Employee Referral,2500
996,996,1116,2026-01-23,2026-01-31,Career Site,1500
997,997,1117,2026-01-11,2026-01-20,LinkedIn,5000
998,998,1118,2026-01-17,2026-01-24,LinkedIn,2500
999,999,1119,2025-12-25,2026-01-03,Employee Referral,1500
1000,1000,1120,2025-12-23,2026-01-02,LinkedIn,0
1001,1001,1121,2026-01-06,2026-01-13,LinkedIn,5000
1002,1002,1122,2026-02-04,2026-02-07,LinkedIn,1500
1003,1003,1123,2026-02-17,2026-02-21,LinkedIn,5000
1004,1004,1124,2026-01-25,2026-02-04,LinkedIn,0
1005,1005,1125,2026-02-07,2026-02-10,Employee Referral,0
1006,1006,1126,2026-02-18,2026-02-28,LinkedIn,0
1007,1007,1127,2026-02-12,2026-02-22,LinkedIn,0
1008,1008,1128,2026-02-01,2026-02-09,Job Board,0
1009,1009,1129,2026-02-09,2026-02-19,Job Board,2500
1010,1010,1130,2026-01-25,2026-02-04,LinkedIn,0
1011,1011,1131,2026-02-11,2026-02-19,LinkedIn,0
1012,1012,1132,2026-01-24,2026-02-03,Employee Referral,0
1013,1013,1133,2026-02-03,2026-02-09,Employee Referral,0
1014,1014,1134,2026-02-06,2026-02-10,Employee Referral,0
1015,1015,1135,2026-02-16,2026-02-19,Employee Referral,1500
1016,1016,1136,2026-02-08,2026-02-14,LinkedIn,5000
1017,1017,1137,2026-02-17,2026-02-27,Agency,0
1018,1018,1138,2026-02-17,2026-02-22,LinkedIn,5000
1019,1019,1139,2026-02-09,2026-02-14,Agency,2500
1020,1020,1140,2026-02-14,2026-02-24,LinkedIn,0
1021,1021,1141,2026-02-14,2026-02-17,Career Site,2500
1022,1022,1142,2026-02-22,2026-02-27,LinkedIn,0
1023,1023,1143,2026-02-06,2026-02-11,LinkedIn,5000
1024,1024,1144,2026-02-20,2026-02-23,LinkedIn,0
1025,1025,1145,2026-02-19,2026-02-28,LinkedIn,0
1026,1026,1146,2026-02-17,2026-02-25,Agency,0
1027,1027,1147,2026-02-10,2026-02-19,Job Board,1500
1028,1028,1148,2026-02-12,2026-02-16,LinkedIn,2500
1029,1029,1149,2026-02-10,2026-02-18,Employee Referral,0
1030,1030,1150,2026-02-06,2026-02-15,LinkedIn,1500
1031,1031,1151,2026-02-05,2026-02-13,Job Board,5000
1032,1032,1152,2026-02-06,2026-02-10,LinkedIn,1500
1033,1033,1153,2026-03-03,2026-03-07,Job Board,1500
1034,1034,1154,2026-03-20,2026-03-26,Agency,0
1035,1035,1155,2026-03-16,2026-03-21,Employee Referral,5000
1036,1036,1156,2026-02-27,2026-03-02,LinkedIn,0
1037,1037,1157,2026-03-26,2026-03-30,Career Site,1500
1038,1038,1158,2026-03-06,2026-03-12,LinkedIn,0
1039,1039,1159,2026-03-22,2026-03-31,Employee Referral,0
1040,1040,1160,2026-03-04,2026-03-08,Employee Referral,0
1041,1041,1161,2026-02-27,2026-03-09,LinkedIn,2500
1042,1042,1162,2026-03-11,2026-03-20,Career Site,1500
1043,1043,1163,2026-03-24,2026-03-28,Job Board,5000
1044,1044,1164,2026-03-08,2026-03-15,Employee Referral,0
1045,1045,1165,2026-03-21,2026-03-29,Career Site,0
1046,1046,1166,2026-03-17,2026-03-27,LinkedIn,0
1047,1047,1167,2026-03-09,2026-03-16,LinkedIn,0
1048,1048,1168,2026-03-14,2026-03-22,Employee Referral,0
1049,1049,1169,2026-03-10,2026-03-17,Employee Referral,0
1050,1050,1170,2026-03-10,2026-03-18,Employee Referral,2500
1051,1051,1171,2026-03-14,2026-03-23,LinkedIn,0
1052,1052,1172,2026-02-28,2026-03-06,Employee Referral,5000
1053,1053,1173,2026-03-17,2026-03-25,Job Board,2500
1054,1054,1174,2026-02-28,2026-03-05,Employee Referral,2500
1055,1055,1175,2026-03-19,2026-03-23,LinkedIn,0
1056,1056,1176,2026-02-26,2026-03-03,Agency,0
1057,1057,1177,2026-03-08,2026-03-18,LinkedIn,5000
1058,1058,1178,2026-04-08,2026-04-12,LinkedIn,0
1059,1059,1179,2026-04-02,2026-04-11,LinkedIn,0
1060,1060,1180,2026-03-31,2026-04-04,Agency,0
1061,1061,1181,2026-03-31,2026-04-07,LinkedIn,0
1062,1062,1182,2026-04-08,2026-04-15,LinkedIn,0
1063,1063,1183,2026-03-30,2026-04-03,Job Board,0
1064,1064,1184,2026-03-29,2026-04-02,Job Board,2500
1065,1065,1185,2026-03-30,2026-04-09,Career Site,0
1066,1066,1186,2026-04-03,2026-04-06,Employee Referral,0
1067,1067,1187,2026-03-27,2026-04-05,LinkedIn,0
1068,1068,1188,2026-04-25,2026-04-28,Employee Referral,0
1069,1069,1189,2026-04-06,2026-04-12,Employee Referral,1500
1070,1070,1190,2026-04-05,2026-04-08,Agency,5000
1071,1071,1191,2026-04-21,2026-04-28,Employee Referral,1500
1072,1072,1192,2026-04-22,2026-04-25,LinkedIn,0
1073,1073,1193,2026-04-08,2026-04-14,LinkedIn,0
1074,1074,1194,2026-04-26,2026-04-29,LinkedIn,0
1075,1075,1195,2026-03-29,2026-04-07,LinkedIn,1500
1076,1076,1196,2026-03-25,2026-04-02,Employee Referral,5000
1077,1077,1197,2026-04-10,2026-04-18,LinkedIn,1500
1078,1078,1198,2026-04-26,2026-05-03,LinkedIn,0
1079,1079,1199,2026-05-03,2026-05-10,Career Site,2500
1080,1080,1200,2026-05-07,2026-05-16,LinkedIn,0
1081,1081,1201,2026-05-05,2026-05-14,Job Board,1500
1082,1082,1202,2026-04-27,2026-05-01,LinkedIn,0
1083,1083,1203,2026-05-09,2026-05-13,LinkedIn,0
1084,1084,1204,2026-05-08,2026-05-11,Agency,0
1085,1085,1205,2026-05-04,2026-05-08,LinkedIn,1500
1086,1086,1206,2026-04-25,2026-05-03,Employee Referral,0
1087,1087,1207,2026-05-02,2026-05-06,Job Board,0
1088,1088,1208,2026-05-05,2026-05-13,Employee Referral,0
1089,1089,1209,2026-05-26,2026-05-30,LinkedIn,1500
1090,1090,1210,2026-05-03,2026-05-13,Job Board,1500
1091,1091,1211,2026-04-27,2026-05-04,Career Site,2500
1092,1092,1212,2026-05-02,2026-05-09,Employee Referral,0
1093,1093,1213,2026-05-17,2026-05-24,LinkedIn,5000
1094,1094,1214,2026-06-01,2026-06-05,Job Board,2500
1095,1095,1215,2026-06-20,2026-06-30,LinkedIn,1500
1096,1096,1216,2026-06-18,2026-06-23,Job Board,0
1097,1097,1217,2026-06-14,2026-06-23,LinkedIn,0
1098,1098,1218,2026-06-11,2026-06-18,LinkedIn,5000
1099,1099,1219,2026-06-21,2026-06-30,Job Board,2500
1100,1100,1220,2026-06-18,2026-06-22,Employee Referral,1500
1101,1101,1221,2026-05-26,2026-06-05,Agency,0
1102,1102,1222,2026-06-14,2026-06-23,Job Board,2500
1103,1103,1223,2026-05-30,2026-06-06,Career Site,1500
1104,1104,1224,2026-05-28,2026-06-01,LinkedIn,0
1105,1105,1225,2026-06-13,2026-06-19,LinkedIn,5000
1106,1106,1226,2026-06-07,2026-06-10,Employee Referral,2500
1107,1107,1227,2026-07-03,2026-07-10,Agency,0
1108,1108,1228,2026-07-19,2026-07-24,Employee Referral,2500
1109,1109,1229,2026-07-12,2026-07-17,Agency,2500
1110,1110,1230,2026-07-10,2026-07-20,Job Board,1500
1111,1111,1231,2026-07-09,2026-07-12,LinkedIn,1500
1112,1112,1232,2026-07-02,2026-07-09,Employee Referral,2500
1113,1113,1233,2026-07-09,2026-07-15,Employee Referral,0
1114,1114,1234,2026-07-13,2026-07-20,Agency,1500
1115,1115,1235,2026-07-04,2026-07-11,LinkedIn,2500
1116,1116,1236,2026-07-16,2026-07-22,Agency,2500
1117,1117,1237,2026-07-04,2026-07-12,Career Site,5000
1118,1118,1238,2026-06-27,2026-07-06,Job Board,1500
1119,1119,1239,2026-07-26,2026-07-29,LinkedIn,1500
1120,1120,1240,2026-06-28,2026-07-03,Employee Referral,1500
1121,1121,1241,2026-08-15,2026-08-19,LinkedIn,0
1122,1122,1242,2026-08-04,2026-08-14,Employee Referral,2500
1123,1123,1243,2026-08-01,2026-08-07,Employee Referral,0
1124,1124,1244,2026-08-10,2026-08-17,Agency,2500
1125,1125,1245,2026-08-04,2026-08-10,Employee Referral,1500
1126,1126,1246,2026-08-09,2026-08-13,Employee Referral,0
1127,1127,1247,2026-08-10,2026-08-17,LinkedIn,1500
1128,1128,1248,2026-08-23,2026-08-30,Employee Referral,1500
1129,1129,1249,2026-07-31,2026-08-09,Employee Referral,1500
1130,1130,1250,2026-08-09,2026-08-15,Job Board,0
1131,1131,1251,2026-08-04,2026-08-13,Career Site,0
1132,1132,1252,2026-08-21,2026-08-24,LinkedIn,5000
1133,1133,1253,2026-07-29,2026-08-03,Job Board,0
