requisition_id,department_id,job_title,opened_date,closed_date,status,source_channel
687,8,"Manager, SMB Sales",2024-12-17,2025-01-16,Filled,Job Board
688,12,"Lead, Support",2024-12-25,2025-02-17,Filled,Employee Referral
689,8,Mid SMB Sales Specialist,2025-01-27,2025-02-14,Filled,Agency
690,15,Mid IT Specialist,2025-01-13,2025-02-21,Filled,LinkedIn
691,8,Senior SMB Sales Specialist,2024-12-31,2025-02-15,Filled,LinkedIn
692,7,Mid Enterprise Sales Specialist,2024-12-21,2025-02-15,Filled,Employee Referral
693,7,Senior Enterprise Sales Specialist,2024-12-14,2025-02-13,Filled,Job Board
694,3,Junior Platform Specialist,2024-12-18,2025-02-01,Filled,LinkedIn
695,12,Mid Support Specialist,2025-01-01,2025-02-18,Filled,Career Site
696,2,Senior Frontend Specialist,2024-12-16,2025-02-15,Filled,Employee Referral
697,12,"Lead, Support",2024-12-12,2025-02-03,Filled,Job Board
698,8,Junior SMB Sales Specialist,2025-01-05,2025-02-23,Filled,Agency
699,5,Mid Product Management Specialist,2025-01-26,2025-02-16,Filled,LinkedIn
700,19,Mid HR Business Partners Specialist,2025-01-14,2025-02-19,Filled,Employee Referral
701,19,Junior HR Business Partners Specialist,2024-12-16,2025-02-03,Filled,Employee Referral
702,13,Mid Onboarding Specialist,2024-12-05,2025-02-01,Filled,LinkedIn
703,3,Junior Platform Specialist,2024-12-25,2025-02-22,Filled,Employee Referral
704,6,Mid Product Design Specialist,2025-01-09,2025-02-20,Filled,Job Board
705,11,Mid Brand Marketing Specialist,2024-12-18,2025-02-02,Filled,LinkedIn
706,17,Mid FP&A Specialist,2024-12-26,2025-02-07,Filled,Job Board
707,9,Senior Sales Development Specialist,2025-01-06,2025-02-24,Filled,Job Board
708,9,"Lead, Sales Development",2024-12-29,2025-02-02,Filled,LinkedIn
709,2,"Lead, Frontend",2025-01-12,2025-02-27,Filled,LinkedIn
710,9,Senior Sales Development Specialist,2025-01-04,2025-02-19,Filled,Job Board
711,17,Senior FP&A Specialist,2025-01-12,2025-02-03,Filled,Career Site
712,11,Senior Brand Marketing Specialist,2025-01-08,2025-02-17,Filled,Agency
713,9,Junior Sales Development Specialist,2024-12-17,2025-02-07,Filled,LinkedIn
714,4,Mid QA Specialist,2025-02-02,2025-02-28,Filled,LinkedIn
715,9,"Lead, Sales Development",2025-01-10,2025-02-06,Filled,Career Site
716,19,Senior HR Business Partners Specialist,2024-12-16,2025-02-09,Filled,LinkedIn
717,9,"Manager, Sales Development",2025-01-26,2025-02-18,Filled,Employee Referral
718,9,Mid Sales Development Specialist,2025-01-12,2025-02-26,Filled,Job Board
719,7,Mid Enterprise Sales Specialist,2025-02-13,2025-03-10,Filled,Career Site
720,8,Mid SMB Sales Specialist,2025-02-07,2025-03-26,Filled,LinkedIn
721,10,Junior Growth Marketing Specialist,2025-02-19,2025-03-17,Filled,Employee Referral
722,7,"Lead, Enterprise Sales",2025-01-17,2025-03-07,Filled,LinkedIn
723,11,Mid Brand Marketing Specialist,2025-02-14,2025-03-10,Filled,LinkedIn
724,9,Mid Sales Development Specialist,2025-02-08,2025-03-01,Filled,Career Site
725,7,Mid Enterprise Sales Specialist,2025-02-19,2025-03-29,Filled,Job Board
726,9,Junior Sales Development Specialist,2025-01-09,2025-03-01,Filled,Job Board
727,9,"Manager, Sales Development",2025-02-21,2025-03-30,Filled,LinkedIn
728,16,Mid Accounting Specialist,2025-02-06,2025-03-10,Filled,Agency
729,9,"Manager, Sales Development",2025-02-28,2025-03-28,Filled,Career Site
730,18,Mid Talent Acquisition Specialist,2025-02-19,2025-03-17,Filled,Employee Referral
731,8,Mid SMB Sales Specialist,2025-01-28,2025-03-17,Filled,Employee Referral
732,8,"Manager, SMB Sales",2025-01-30,2025-03-03,Filled,LinkedIn
733,12,Mid Support Specialist,2025-01-29,2025-03-16,Filled,Employee Referral
734,7,Mid Enterprise Sales Specialist,2025-02-09,2025-03-07,Filled,Job Board
735,10,Junior Growth Marketing Specialist,2025-03-08,2025-03-27,Filled,LinkedIn
736,2,"Director, Frontend",2025-02-01,2025-03-24,Filled,Job Board
737,14,"Manager, Facilities",2025-02-09,2025-03-29,Filled,Career Site
738,14,Senior Facilities Specialist,2025-01-30,2025-03-14,Filled,Agency
739,10,"Director, Growth Marketing",2025-01-04,2025-03-10,Filled,Job Board
740,6,Senior Product Design Specialist,2025-01-25,2025-03-06,Filled,Employee Referral
741,1,Mid Backend Specialist,2025-02-01,2025-03-28,Filled,Agency
742,8,Mid SMB Sales Specialist,2025-02-07,2025-03-02,Filled,LinkedIn
743,16,Senior Accounting Specialist,2025-01-18,2025-03-08,Filled,LinkedIn
744,9,Mid Sales Development Specialist,2025-02-14,2025-03-08,Filled,LinkedIn
745,8,Junior SMB Sales Specialist,2025-02-16,2025-03-07,Filled,LinkedIn
746,5,Mid Product Management Specialist,2025-02-12,2025-03-25,Filled,Employee Referral
747,19,Senior HR Business Partners Specialist,2025-01-11,2025-03-11,Filled,LinkedIn
748,9,Junior Sales Development Specialist,2025-01-27,2025-03-21,Filled,LinkedIn
749,12,Senior Support Specialist,2025-01-04,2025-03-05,Filled,Job Board
750,3,"Director, Platform",2025-03-21,2025-04-28,Filled,LinkedIn
751,6,"Manager, Product Design",2025-03-27,2025-04-22,Filled,Agency
752,9,"Lead, Sales Development",2025-02-23,2025-04-04,Filled,LinkedIn
753,8,Mid SMB Sales Specialist,2025-03-30,2025-04-30,Filled,Employee Referral
754,15,Senior IT Specialist,2025-03-19,2025-04-11,Filled,Employee Referral
755,16,"Lead, Accounting",2025-02-26,2025-04-07,Filled,Agency
756,7,Mid Enterprise Sales Specialist,2025-02-27,2025-04-28,Filled,Job Board
757,9,Junior Sales Development Specialist,2025-02-10,2025-04-08,Filled,LinkedIn
758,13,Mid Onboarding Specialist,2025-03-10,2025-04-15,Filled,Employee Referral
759,16,Junior Accounting Specialist,2025-04-04,2025-04-24,Filled,LinkedIn
760,8,Mid SMB Sales Specialist,2025-03-28,2025-04-28,Filled,Employee Referral
761,9,Junior Sales Development Specialist,2025-03-22,2025-04-28,Filled,Employee Referral
762,9,Mid Sales Development Specialist,2025-03-16,2025-04-16,Filled,Employee Referral
763,13,"Lead, Onboarding",2025-04-05,2025-04-26,Filled,Job Board
764,9,Senior Sales Development Specialist,2025-03-07,2025-04-10,Filled,Career Site
765,8,Senior SMB Sales Specialist,2025-03-11,2025-04-07,Filled,LinkedIn
766,17,Junior FP&A Specialist,2025-04-11,2025-04-30,Filled,Employee Referral
767,17,Mid FP&A Specialist,2025-02-28,2025-04-05,Filled,Agency
768,10,Junior Growth Marketing Specialist,2025-03-07,2025-04-09,Filled,Job Board
769,10,"Manager, Growth Marketing",2025-02-17,2025-04-11,Filled,Career Site
770,8,Senior SMB Sales Specialist,2025-03-04,2025-04-30,Filled,Employee Referral
771,19,Senior HR Business Partners Specialist,2025-04-01,2025-04-24,Filled,Employee Referral
772,12,Mid Support Specialist,2025-03-17,2025-04-18,Filled,LinkedIn
773,14,Senior Facilities Specialist,2025-02-25,2025-04-20,Filled,Career Site
774,11,Junior Brand Marketing Specialist,2025-03-11,2025-04-03,Filled,LinkedIn
775,18,"Lead, Talent Acquisition",2025-04-21,2025-05-25,Filled,Employee Referral
776,9,Junior Sales Development Specialist,2025-03-27,2025-05-05,Filled,Agency
777,9,Mid Sales Development Specialist,2025-04-05,2025-05-02,Filled,Employee Referral
778,7,Junior Enterprise Sales Specialist,2025-03-23,2025-05-06,Filled,Agency
779,15,"Lead, IT",2025-04-24,2025-05-15,Filled,Employee Referral
780,7,"Director, Enterprise Sales",2025-05-05,2025-05-28,Filled,LinkedIn
781,3,Junior Platform Specialist,2025-04-28,2025-05-23,Filled,Agency
782,1,Mid Backend Specialist,2025-03-11,2025-05-12,Filled,LinkedIn
783,8,Junior SMB Sales Specialist,2025-03-09,2025-05-11,Filled,Career Site
784,2,"Manager, Frontend",2025-04-06,2025-05-15,Filled,LinkedIn
785,17,"Director, FP&A",2025-03-23,2025-05-14,Filled,Job Board
786,17,Mid FP&A Specialist,2025-04-10,2025-05-18,Filled,Career Site
787,12,Senior Support Specialist,2025-04-16,2025-05-20,Filled,Agency
788,8,"Manager, SMB Sales",2025-04-17,2025-05-23,Filled,LinkedIn
789,9,Mid Sales Development Specialist,2025-04-28,2025-05-19,Filled,LinkedIn
790,11,"Lead, Brand Marketing",2025-04-03,2025-05-30,Filled,LinkedIn
791,5,Senior Product Management Specialist,2025-04-20,2025-05-31,Filled,Job Board
792,7,Senior Enterprise Sales Specialist,2025-04-07,2025-05-12,Filled,Employee Referral
793,1,Mid Backend Specialist,2025-03-13,2025-05-13,Filled,Employee Referral
794,5,Mid Product Management Specialist,2025-04-17,2025-05-05,Filled,LinkedIn
795,7,Senior Enterprise Sales Specialist,2025-05-01,2025-05-28,Filled,Agency
796,13,Junior Onboarding Specialist,2025-04-09,2025-05-12,Filled,Career Site
797,10,Senior Growth Marketing Specialist,2025-04-29,2025-05-29,Filled,LinkedIn
798,9,Senior Sales Development Specialist,2025-04-26,2025-05-22,Filled,Job Board
799,10,Mid Growth Marketing Specialist,2025-04-12,2025-05-08,Filled,Employee Referral
800,7,Senior Enterprise Sales Specialist,2025-03-29,2025-05-10,Filled,Employee Referral
801,17,Senior FP&A Specialist,2025-04-12,2025-05-08,Filled,Career Site
802,18,Junior Talent Acquisition Specialist,2025-04-13,2025-05-04,Filled,Employee Referral
803,16,"Director, Accounting",2025-04-02,2025-05-18,Filled,Employee Referral
804,17,Junior FP&A Specialist,2025-04-03,2025-05-19,Filled,Career Site
805,4,"Manager, QA",2025-05-14,2025-06-30,Filled,Employee Referral
806,7,Junior Enterprise Sales Specialist,2025-05-29,2025-06-16,Filled,LinkedIn
807,11,Senior Brand Marketing Specialist,2025-04-20,2025-06-07,Filled,Career Site
808,8,Mid SMB Sales Specialist,2025-04-20,2025-06-18,Filled,LinkedIn
809,15,Junior IT Specialist,2025-04-22,2025-06-21,Filled,Employee Referral
810,7,Mid Enterprise Sales Specialist,2025-05-17,2025-06-24,Filled,Career Site
811,8,Senior SMB Sales Specialist,2025-05-03,2025-06-26,Filled,Employee Referral
812,14,Junior Facilities Specialist,2025-04-08,2025-06-01,Filled,Agency
813,7,Junior Enterprise Sales Specialist,2025-04-02,2025-06-05,Filled,LinkedIn
814,17,Mid FP&A Specialist,2025-05-08,2025-06-21,Filled,LinkedIn
815,4,Mid QA Specialist,2025-05-23,2025-06-14,Filled,LinkedIn
816,5,Junior Product Management Specialist,2025-05-22,2025-06-18,Filled,LinkedIn
817,4,Senior QA Specialist,2025-05-25,2025-06-20,Filled,Employee Referral
818,15,Senior IT Specialist,2025-05-22,2025-06-22,Filled,Job Board
819,8,Senior SMB Sales Specialist,2025-05-08,2025-06-22,Filled,Career Site
820,7,Mid Enterprise Sales Specialist,2025-04-28,2025-06-18,Filled,Employee Referral
821,13,Senior Onboarding Specialist,2025-05-15,2025-06-29,Filled,LinkedIn
822,8,"Lead, SMB Sales",2025-05-04,2025-06-19,Filled,Job Board
823,7,Senior Enterprise Sales Specialist,2025-04-23,2025-06-10,Filled,Career Site
824,5,Senior Product Management Specialist,2025-06-01,2025-06-25,Filled,LinkedIn
825,9,Mid Sales Development Specialist,2025-05-02,2025-06-24,Filled,Employee Referral
826,19,"Director, HR Business Partners",2025-04-11,2025-06-09,Filled,Job Board
827,9,Senior Sales Development Specialist,2025-05-10,2025-06-14,Filled,LinkedIn
828,11,Junior Brand Marketing Specialist,2025-05-29,2025-06-28,Filled,LinkedIn
829,2,Senior Frontend Specialist,2025-05-03,2025-06-05,Filled,Job Board
830,14,Junior Facilities Specialist,2025-05-19,2025-06-29,Filled,LinkedIn
831,4,Junior QA Specialist,2025-05-07,2025-06-19,Filled,Job Board
832,2,Junior Frontend Specialist,2025-05-31,2025-06-25,Filled,Employee Referral
833,7,Senior Enterprise Sales Specialist,2025-05-23,2025-07-23,Filled,LinkedIn
834,8,"Director, SMB Sales",2025-05-16,2025-07-13,Filled,LinkedIn
835,19,Senior HR Business Partners Specialist,2025-06-06,2025-07-04,Filled,Career Site
836,8,Junior SMB Sales Specialist,2025-06-13,2025-07-22,Filled,Employee Referral
837,6,"Lead, Product Design",2025-06-30,2025-07-25,Filled,LinkedIn
838,1,Mid Backend Specialist,2025-06-13,2025-07-24,Filled,LinkedIn
839,9,Mid Sales Development Specialist,2025-06-01,2025-07-26,Filled,Employee Referral
840,5,Mid Product Management Specialist,2025-06-15,2025-07-30,Filled,LinkedIn
841,5,Mid Product Management Specialist,2025-06-06,2025-07-22,Filled,Job Board
842,16,Mid Accounting Specialist,2025-06-08,2025-07-07,Filled,Employee Referral
843,14,"Lead, Facilities",2025-05-21,2025-07-09,Filled,Employee Referral
844,5,Mid Product Management Specialist,2025-06-12,2025-07-09,Filled,Career Site
845,7,Junior Enterprise Sales Specialist,2025-07-02,2025-07-26,Filled,Career Site
846,7,Junior Enterprise Sales Specialist,2025-05-31,2025-07-23,Filled,Job Board
847,8,"Manager, SMB Sales",2025-06-07,2025-07-26,Filled,Job Board
848,13,"Lead, Onboarding",2025-05-19,2025-07-17,Filled,Career Site
849,4,Junior QA Specialist,2025-05-09,2025-07-01,Filled,Agency
850,13,Mid Onboarding Specialist,2025-05-03,2025-07-02,Filled,Employee Referral
851,5,"Lead, Product Management",2025-05-21,2025-07-04,Filled,LinkedIn
852,2,"Manager, Frontend",2025-07-03,2025-07-30,Filled,Employee Referral
853,12,Mid Support Specialist,2025-06-19,2025-07-24,Filled,Job Board
854,17,Mid FP&A Specialist,2025-06-27,2025-07-24,Filled,LinkedIn
855,13,"Lead, Onboarding",2025-06-14,2025-07-09,Filled,Job Board
856,9,"Manager, Sales Development",2025-07-07,2025-07-28,Filled,LinkedIn
857,8,Junior SMB Sales Specialist,2025-07-10,2025-08-07,Filled,LinkedIn
858,6,Junior Product Design Specialist,2025-06-30,2025-08-26,Filled,Job Board
859,10,"Lead, Growth Marketing",2025-07-28,2025-08-16,Filled,LinkedIn
860,3,Mid Platform Specialist,2025-06-20,2025-08-01,Filled,Job Board
861,8,Mid SMB Sales Specialist,2025-06-29,2025-08-25,Filled,LinkedIn
862,18,Senior Talent Acquisition Specialist,2025-07-01,2025-08-24,Filled,Job Board
863,10,"Lead, Growth Marketing",2025-06-29,2025-08-31,Filled,Career Site
864,16,Junior Accounting Specialist,2025-07-12,2025-08-10,Filled,Employee Referral
865,9,Senior Sales Development Specialist,2025-07-20,2025-08-16,Filled,LinkedIn
866,6,Junior Product Design Specialist,2025-07-22,2025-08-20,Filled,Employee Referral
867,8,Junior SMB Sales Specialist,2025-07-18,2025-08-11,Filled,Career Site
868,7,Mid Enterprise Sales Specialist,2025-05-31,2025-08-02,Filled,Job Board
869,15,Mid IT Specialist,2025-07-20,2025-08-28,Filled,Career Site
870,11,Senior Brand Marketing Specialist,2025-06-25,2025-08-26,Filled,Career Site
871,9,Mid Sales Development Specialist,2025-07-10,2025-08-17,Filled,LinkedIn
872,12,Senior Support Specialist,2025-07-03,2025-08-23,Filled,Job Board
873,19,Mid HR Business Partners Specialist,2025-06-26,2025-08-19,Filled,LinkedIn
874,7,Senior Enterprise Sales Specialist,2025-07-28,2025-08-26,Filled,LinkedIn
875,2,Mid Frontend Specialist,2025-06-20,2025-08-20,Filled,LinkedIn
876,7,Senior Enterprise Sales Specialist,2025-07-09,2025-08-31,Filled,Job Board
877,1,Senior Backend Specialist,2025-07-20,2025-08-18,Filled,Employee Referral
878,8,Mid SMB Sales Specialist,2025-07-09,2025-08-02,Filled,LinkedIn
879,12,Junior Support Specialist,2025-06-18,2025-08-15,Filled,Career Site
880,7,Junior Enterprise Sales Specialist,2025-06-20,2025-08-22,Filled,Job Board
881,5,"Manager, Product Management",2025-05-29,2025-08-02,Filled,LinkedIn
882,6,Mid Product Design Specialist,2025-06-30,2025-08-30,Filled,Employee Referral
883,18,"Manager, Talent Acquisition",2025-08-13,2025-09-28,Filled,Job Board
884,6,Junior Product Design Specialist,2025-07-24,2025-09-24,Filled,LinkedIn
885,16,"Manager, Accounting",2025-07-29,2025-09-09,Filled,LinkedIn
886,8,Mid SMB Sales Specialist,2025-07-30,2025-09-30,Filled,LinkedIn
887,16,Senior Accounting Specialist,2025-07-21,2025-09-02,Filled,LinkedIn
888,11,Mid Brand Marketing Specialist,2025-07-27,2025-09-07,Filled,LinkedIn
889,8,"Director, SMB Sales",2025-08-31,2025-09-24,Filled,LinkedIn
890,16,Senior Accounting Specialist,2025-07-27,2025-09-23,Filled,Agency
891,13,Mid Onboarding Specialist,2025-07-20,2025-09-13,Filled,Employee Referral
892,3,Senior Platform Specialist,2025-07-05,2025-09-06,Filled,Employee Referral
893,2,Senior Frontend Specialist,2025-08-10,2025-09-05,Filled,Employee Referral
894,15,Junior IT Specialist,2025-08-09,2025-09-14,Filled,LinkedIn
895,3,"Lead, Platform",2025-07-26,2025-09-05,Filled,LinkedIn
896,13,Mid Onboarding Specialist,2025-07-16,2025-09-16,Filled,Employee Referral
897,9,Mid Sales Development Specialist,2025-07-20,2025-09-18,Filled,LinkedIn
898,14,Junior Facilities Specialist,2025-08-08,2025-09-23,Filled,Employee Referral
899,8,Junior SMB Sales Specialist,2025-07-31,2025-09-29,Filled,LinkedIn
900,8,Mid SMB Sales Specialist,2025-09-04,2025-09-22,Filled,Career Site
901,18,Senior Talent Acquisition Specialist,2025-08-15,2025-09-24,Filled,Job Board
902,3,Mid Platform Specialist,2025-07-02,2025-09-01,Filled,Agency
903,9,Mid Sales Development Specialist,2025-07-07,2025-09-09,Filled,Employee Referral
904,5,"Lead, Product Management",2025-08-12,2025-09-13,Filled,LinkedIn
905,7,Mid Enterprise Sales Specialist,2025-08-23,2025-09-19,Filled,LinkedIn
906,9,"Manager, Sales Development",2025-07-29,2025-09-20,Filled,Agency
907,7,Junior Enterprise Sales Specialist,2025-07-15,2025-09-11,Filled,LinkedIn
908,13,Senior Onboarding Specialist,2025-07-08,2025-09-01,Filled,Employee Referral
909,8,Senior SMB Sales Specialist,2025-08-13,2025-09-19,Filled,Employee Referral
910,8,Senior SMB Sales Specialist,2025-07-13,2025-09-07,Filled,Job Board
911,19,Mid HR Business Partners Specialist,2025-09-03,2025-10-30,Filled,Employee Referral
912,14,"Director, Facilities",2025-09-07,2025-10-08,Filled,LinkedIn
913,9,"Lead, Sales Development",2025-09-13,2025-10-21,Filled,LinkedIn
914,1,Junior Backend Specialist,2025-08-20,2025-10-01,Filled,Employee Referral
915,2,Senior Frontend Specialist,2025-08-13,2025-10-16,Filled,Employee Referral
916,6,Junior Product Design Specialist,2025-08-27,2025-10-17,Filled,Career Site
917,5,Junior Product Management Specialist,2025-09-06,2025-10-28,Filled,LinkedIn
918,2,Mid Frontend Specialist,2025-10-04,2025-10-22,Filled,Employee Referral
919,8,"Manager, SMB Sales",2025-08-26,2025-10-17,Filled,Career Site
920,1,"Manager, Backend",2025-09-27,2025-10-25,Filled,Employee Referral
921,13,Mid Onboarding Specialist,2025-09-14,2025-10-06,Filled,Job Board
922,10,Senior Growth Marketing Specialist,2025-08-12,2025-10-04,Filled,LinkedIn
923,9,Senior Sales Development Specialist,2025-08-09,2025-10-01,Filled,Employee Referral
924,7,Mid Enterprise Sales Specialist,2025-08-05,2025-10-09,Filled,Job Board
925,5,Junior Product Management Specialist,2025-08-31,2025-10-07,Filled,LinkedIn
926,12,Senior Support Specialist,2025-08-18,2025-10-08,Filled,LinkedIn
927,18,Mid Talent Acquisition Specialist,2025-09-19,2025-10-08,Filled,LinkedIn
928,14,Mid Facilities Specialist,2025-09-19,2025-10-11,Filled,LinkedIn
929,16,Mid Accounting Specialist,2025-08-19,2025-10-22,Filled,LinkedIn
930,9,Junior Sales Development Specialist,2025-08-22,2025-10-18,Filled,Employee Referral
931,1,"Lead, Backend",2025-09-22,2025-10-10,Filled,Job Board
932,8,"Director, SMB Sales",2025-08-25,2025-10-14,Filled,Job Board
933,10,"Manager, Growth Marketing",2025-08-29,2025-10-11,Filled,Employee Referral
934,10,Junior Growth Marketing Specialist,2025-09-26,2025-10-15,Filled,LinkedIn
935,6,Mid Product Design Specialist,2025-09-03,2025-10-06,Filled,Job Board
936,11,Senior Brand Marketing Specialist,2025-08-22,2025-10-20,Filled,Employee Referral
937,9,Mid Sales Development Specialist,2025-09-24,2025-10-29,Filled,Job Board
938,12,Mid Support Specialist,2025-10-05,2025-11-23,Filled,Employee Referral
939,18,Senior Talent Acquisition Specialist,2025-10-18,2025-11-18,Filled,LinkedIn
940,19,Mid HR Business Partners Specialist,2025-09-27,2025-11-17,Filled,Career Site
941,16,Mid Accounting Specialist,2025-10-20,2025-11-11,Filled,Employee Referral
942,10,"Lead, Growth Marketing",2025-10-31,2025-11-19,Filled,Agency
943,16,Senior Accounting Specialist,2025-09-21,2025-11-06,Filled,LinkedIn
944,9,Mid Sales Development Specialist,2025-09-28,2025-11-27,Filled,Career Site
945,8,Senior SMB Sales Specialist,2025-10-02,2025-11-29,Filled,Employee Referral
946,7,Junior Enterprise Sales Specialist,2025-10-12,2025-11-16,Filled,LinkedIn
947,10,Mid Growth Marketing Specialist,2025-10-07,2025-11-19,Filled,Employee Referral
948,12,Junior Support Specialist,2025-10-07,2025-11-21,Filled,LinkedIn
949,11,Mid Brand Marketing Specialist,2025-09-24,2025-11-09,Filled,LinkedIn
950,19,Junior HR Business Partners Specialist,2025-11-05,2025-11-23,Filled,LinkedIn
951,10,Mid Growth Marketing Specialist,2025-09-29,2025-11-17,Filled,LinkedIn
952,7,"Manager, Enterprise Sales",2025-11-10,2025-12-21,Filled,Employee Referral
953,15,Mid IT Specialist,2025-10-05,2025-12-08,Filled,Career Site
954,19,"Director, HR Business Partners",2025-11-21,2025-12-27,Filled,Employee Referral
955,5,Junior Product Management Specialist,2025-11-24,2025-12-25,Filled,LinkedIn
956,14,Junior Facilities Specialist,2025-11-19,2025-12-28,Filled,LinkedIn
957,15,Senior IT Specialist,2025-11-29,2025-12-25,Filled,LinkedIn
958,16,"Lead, Accounting",2025-11-12,2025-12-05,Filled,Employee Referral
959,18,Mid Talent Acquisition Specialist,2025-10-18,2025-12-22,Filled,Career Site
960,17,Senior FP&A Specialist,2025-11-10,2025-12-17,Filled,LinkedIn
961,8,Senior SMB Sales Specialist,2025-11-17,2025-12-11,Filled,Job Board
962,9,Junior Sales Development Specialist,2025-12-03,2025-12-29,Filled,LinkedIn
963,9,Senior Sales Development Specialist,2025-11-14,2025-12-27,Filled,Employee Referral
964,8,"Lead, SMB Sales",2025-10-29,2025-12-24,Filled,Agency
965,13,"Manager, Onboarding",2025-12-15,2026-01-24,Filled,Job Board
966,10,Mid Growth Marketing Specialist,2025-11-17,2026-01-09,Filled,LinkedIn
967,8,Senior SMB Sales Specialist,2025-11-23,2026-01-21,Filled,Career Site
968,7,Senior Enterprise Sales Specialist,2025-11-26,2026-01-04,Filled,Agency
969,3,"Manager, Platform",2025-12-22,2026-01-12,Filled,Agency
970,6,Junior Product Design Specialist,2025-12-03,2026-01-01,Filled,LinkedIn
971,11,Senior Brand Marketing Specialist,2025-12-22,2026-01-17,Filled,Job Board
972,1,Junior Backend Specialist,2025-11-24,2026-01-22,Filled,Employee Referral
973,5,Senior Product Management Specialist,2025-12-04,2026-01-13,Filled,LinkedIn
974,8,Senior SMB Sales Specialist,2025-12-11,2026-01-10,Filled,LinkedIn
975,1,Mid Backend Specialist,2025-11-03,2026-01-02,Filled,Career Site
976,5,Junior Product Management Specialist,2025-12-15,2026-01-02,Filled,Job Board
977,18,"Manager, Talent Acquisition",2025-11-20,2026-01-12,Filled,LinkedIn
978,6,"Manager, Product Design",2025-11-15,2026-01-14,Filled,Employee Referral
979,9,Mid Sales Development Specialist,2025-12-11,2026-01-02,Filled,Job Board
980,9,Mid Sales Development Specialist,2025-12-22,2026-01-29,Filled,Job Board
981,5,Junior Product Management Specialist,2025-11-21,2026-01-10,Filled,Employee Referral
982,8,"Lead, SMB Sales",2025-12-01,2026-01-19,Filled,LinkedIn
983,11,Senior Brand Marketing Specialist,2025-11-24,2026-01-12,Filled,Employee Referral
984,2,Senior Frontend Specialist,2025-11-29,2026-01-05,Filled,Career Site
985,15,Mid IT Specialist,2025-11-09,2026-01-13,Filled,Employee Referral
986,9,Junior Sales Development Specialist,2025-12-09,2026-01-14,Filled,Agency
987,9,"Director, Sales Development",2025-12-13,2026-01-15,Filled,Job Board
988,10,Senior Growth Marketing Specialist,2025-12-10,2026-01-04,Filled,Agency
989,10,Senior Growth Marketing Specialist,2026-01-09,2026-01-28,Filled,Job Board
990,17,Junior FP&A Specialist,2026-01-02,2026-01-21,Filled,Career Site
991,5,"Manager, Product Management",2026-01-01,2026-01-25,Filled,Job Board
992,8,Mid SMB Sales Specialist,2025-12-12,2026-01-05,Filled,Employee Referral
993,9,Mid Sales Development Specialist,2025-12-10,2026-01-14,Filled,LinkedIn
994,9,"Lead, Sales Development",2025-11-22,2026-01-05,Filled,LinkedIn
995,8,Mid SMB Sales Specialist,2025-11-24,2026-01-13,Filled,Employee Referral
996,8,Mid SMB Sales Specialist,2026-01-03,2026-01-31,Filled,Career Site
997,13,Junior Onboarding Specialist,2025-12-11,2026-01-20,Filled,LinkedIn
998,3,"Lead, Platform",2025-12-29,2026-01-24,Filled,LinkedIn
999,17,Junior FP&A Specialist,2025-12-14,2026-01-03,Filled,Employee Referral
1000,8,Mid SMB Sales Specialist,2025-11-22,2026-01-02,Filled,LinkedIn
1001,4,Mid QA Specialist,2025-12-04,2026-01-13,Filled,LinkedIn
1002,4,Senior QA Specialist,2026-01-18,2026-02-07,Filled,LinkedIn
1003,11,Junior Brand Marketing Specialist,2026-01-08,2026-02-21,Filled,LinkedIn
1004,5,Mid Product Management Specialist,2026-01-02,2026-02-04,Filled,LinkedIn
1005,4,Senior QA Specialist,2025-12-12,2026-02-10,Filled,Employee Referral
1006,19,Mid HR Business Partners Specialist,2026-01-25,2026-02-28,Filled,LinkedIn
1007,5,Mid Product Management Specialist,2026-01-25,2026-02-22,Filled,LinkedIn
1008,19,Mid HR Business Partners Specialist,2025-12-19,2026-02-09,Filled,Job Board
1009,3,Junior Platform Specialist,2026-01-21,2026-02-19,Filled,Job Board
1010,2,Junior Frontend Specialist,2025-12-03,2026-02-04,Filled,LinkedIn
1011,14,Junior Facilities Specialist,2025-12-25,2026-02-19,Filled,LinkedIn
1012,9,Senior Sales Development Specialist,2025-12-22,2026-02-03,Filled,Employee Referral
1013,4,"Manager, QA",2026-01-22,2026-02-09,Filled,Employee Referral
1014,19,Junior HR Business Partners Specialist,2026-01-10,2026-02-10,Filled,Employee Referral
1015,15,Junior IT Specialist,2026-01-31,2026-02-19,Filled,Employee Referral
1016,9,Mid Sales Development Specialist,2026-01-04,2026-02-14,Filled,LinkedIn
1017,8,Junior SMB Sales Specialist,2026-01-25,2026-02-27,Filled,Agency
1018,7,Junior Enterprise Sales Specialist,2025-12-30,2026-02-22,Filled,LinkedIn
1019,4,"Director, QA",2025-12-27,2026-02-14,Filled,Agency
1020,7,"Lead, Enterprise Sales",2026-01-18,2026-02-24,Filled,LinkedIn
1021,14,Junior Facilities Specialist,2026-01-04,2026-02-17,Filled,Career Site
1022,14,"Lead, Facilities",2025-12-25,2026-02-27,Filled,LinkedIn
1023,14,"Lead, Facilities",2025-12-24,2026-02-11,Filled,LinkedIn
1024,12,Mid Support Specialist,2026-01-21,2026-02-23,Filled,LinkedIn
1025,8,Senior SMB Sales Specialist,2026-02-04,2026-02-28,Filled,LinkedIn
1026,15,"Lead, IT",2026-01-20,2026-02-25,Filled,Agency
1027,6,Mid Product Design Specialist,2026-01-23,2026-02-19,Filled,Job Board
